1000195, ELROY, DORSEY, 7, 6169.1, 4002
1000200, NEAL, COLE, 7, 24996.2, 4009
1000201, BRYAN, GRAHAM, 2, 8442.5, 4006
1000204, FRITZ, BOWMAN, 5, 19054.1, 4000
1000206, HOBERT, LARA, 0, 13892.1, 4005
1000208, LAVERNE, WISE, 2, 27951.5, 4001
1000210, MARIO, RUSSELL, 4, 7232.6, 4007
1000213, JEREMY, WELLS, 2, 19936.1, 4009
1000214, HARRIS, SEXTON, 1, 25316.6, 4014
1000218, DARYL, YORK, 3, 7332.9, 4001
1000223, EDMUNDO, MEYERS, 7, 19618, 4019
1000226, ROBBIE, MURRAY, 3, 13731.1, 3997
1000229, MAYNARD, DAVID, 2, 21247.5, 4009
1000231, RANDELL, PACE, 4, 16585.6, 4018
1000234, MILFORD, HINES, 2, 18816.6, 4004
1000238, WILLY, HOWELL, 6, 14819.7, 3997
1000239, EDMUND, BRADLEY, 4, 6571.6, 3990
1000243, JOSIAH, PRINCE, 7, 19619, 4015
1000246, ELLIS, MUNOZ, 3, 7908.9, 4019
1000247, ORLANDO, ANDERSON, 1, 23315.5, 4010
1000248, MONTY, KELLY, 3, 6033.4, 3996
1000251, ELDEN, MCCARTHY, 0, 26370, 4005
1000253, ENRIQUE, AGUIRRE, 3, 28935.5, 4018
1000255, ROMEO, MCINTYRE, 7, 21797.6, 3992
1000259, THADDEUS, DANIEL, 6, 7811.5, 3996
1000264, BOBBY, PEARSON, 6, 26890.8, 3998
1000266, CHAUNCEY, DANIELS, 5, 7022.1, 4017
1000271, TOMAS, MCCARTY, 3, 25761, 4008
1000272, HENRY, GOODMAN, 4, 15377, 4019
1000273, MICHEL, ATKINSON, 2, 20284.9, 4004
1000275, GERALDO, GREER, 6, 16604.9, 3998
1000276, PHILLIP, HARPER, 2, 5609.2, 4007
1000278, RAY, LINDSEY, 7, 17800.1, 4011
1000280, ANTONIA, HEAD, 5, 26518.7, 3991
1000285, DANTE, BOND, 5, 5192.6, 4001
1000286, ELWOOD, BAKER, 3, 17327, 4017
1000288, MATTHEW, KENT, 3, 14589.1, 4006
1000291, LESLEY, CARDENAS, 4, 14801.6, 4014
1000294, LANE, DAVENPORT, 3, 23098.4, 4005
1000297, EMILE, BRAY, 1, 14027.3, 4006
1000300, BASIL, ROY, 6, 27693.1, 4017
1000301, COLUMBUS, ALSTON, 6, 25574.1, 3995
1000304, EUGENE, VARGAS, 3, 27328.9, 4012
1000309, MICHEL, ROSS, 6, 17271.2, 4008
1000313, MARIA, HUGHES, 0, 27804.8, 3994
1000315, ETHAN, CHAN, 3, 16764.4, 3995
1000320, WILMER, REYES, 1, 13142, 4009
1000324, CLIFFORD, FREDERICK, 1, 10269.7, 3997
1000328, JULIUS, ROCHA, 3, 15601.4, 3991
1000331, ERROL, FLORES, 6, 17918.7, 4012
1000332, AMOS, BOWEN, 5, 13493.3, 4018
1000334, WILFORD, HOUSTON, 7, 19453.1, 4007
1000337, SHON, ENGLISH, 3, 13763.6, 4006
1000337, SHON, ENGLISH, 3, 13763.6, 4006
1000342, DARELL, HOBBS, 2, 19404.4, 3994
1000343, ARNOLD, RICE, 0, 27332.3, 4006
1000344, FERNANDO, WILCOX, 4, 20336.6, 4002
1000349, HEATH, BURT, 6, 20780.1, 4011
1000353, ARON, SCHROEDER, 7, 12112, 4007
1000356, TYRONE, TERRELL, 4, 10987.8, 3993
1000357, FRANKIE, SHELTON, 2, 8935.1, 4007
1000360, TYRELL, HUMPHREY, 4, 27695, 4005
1000362, RANDELL, FAULKNER, 5, 13573.9, 4000
1000365, TYRON, WEISS, 6, 25147.4, 3993
1000367, LIONEL, DELANEY, 7, 12285.7, 4017
1000369, DAVIS, WILEY, 6, 5002.4, 4004
1000372, DELBERT, HINTON, 5, 11655.6, 3996
1000373, WILLIAN, SIMON, 6, 11517.8, 3991
1000375, WENDELL, VASQUEZ, 2, 5302.9, 4005
1000379, CLETUS, BAKER, 1, 14374, 3999
1000380, MAYNARD, RICHARDSON, 6, 21182.7, 4012
1000381, JARROD, HARRISON, 4, 21838.2, 4003
1000384, EDMOND, DRAKE, 4, 23685.2, 3990
1000389, SHELDON, HIGGINS, 2, 18222.6, 4012
1000392, BRYON, GROSS, 4, 26595.4, 4013
1000393, TEDDY, KEMP, 4, 18817.5, 4006
1000395, MARY, STEPHENSON, 2, 13056.1, 4014
1000397, NOLAN, KNIGHT, 2, 27588.3, 4007
1000402, DOMENIC, HARPER, 2, 8214, 4000
1000405, ALONSO, BARRERA, 2, 9577.4, 3994
1000407, WADE, WITT, 0, 8343.2, 4003
1000410, SPENCER, GUERRERO, 2, 20173.9, 4010
1000412, TYRELL, BROWNING, 0, 11804.1, 3995
1000414, ROY, MOONEY, 5, 22012.9, 4017
1000418, MOHAMMAD, CARLSON, 6, 19876.2, 3995
1000422, RILEY, LOWERY, 7, 11618.4, 3999
1000424, RAYMON, SCHMIDT, 3, 14083.3, 4007
1000425, ARDEN, BEASLEY, 6, 17441.5, 4010
1000428, THOMAS, STANLEY, 6, 11667.9, 3992
1000430, CLAUD, HOUSE, 6, 24660.1, 4007
1000433, RICH, SHARPE, 2, 18324.5, 4013
1000435, CLINTON, BATES, 0, 22844.8, 4019
1000439, ABDUL, WELCH, 2, 10862.7, 4016
1000440, SHAWN, HUFFMAN, 7, 14152.9, 3993
1000441, THANH, BAKER, 6, 8583.5, 4011
1000444, EMILE, BEASLEY, 7, 25478.2, 4006
1000446, ROBERT, HEAD, 0, 15725, 4017
1000447, DESHAWN, LARA, 5, 13155.4, 4005
1000451, JACOB, GILL, 0, 9290.3, 3991
1000452, CHONG, BUCKLEY, 4, 27653.5, 4003
1000453, JEROMY, WILLIAM, 1, 16994.8, 4009
1000457, PABLO, SCHNEIDER, 2, 17529.9, 4003
1000461, TANNER, HANCOCK, 6, 13054.6, 4017
1000465, ELDEN, POLLARD, 7, 28912.9, 4012
1000467, JERRELL, GILES, 4, 24919.5, 4011
1000470, ORVILLE, HURLEY, 6, 28055.5, 4010
1000471, MONROE, SAWYER, 5, 22716.7, 4014
1000474, EARLE, BLACKBURN, 3, 6338, 4017
1000477, EDMUND, HUTCHINSON, 6, 23268, 4010
1000479, LEVI, KIM, 7, 17884.4, 4019
1000483, TRENT, GILLIAM, 6, 13029, 4000
1000486, EMORY, MILLS, 4, 7116.5, 4000
1000489, CLEMENT, HOLLAND, 4, 17361.9, 3998
1000493, DAMIEN, COFFEY, 1, 10529, 4003
1000496, CLAIR, DELEON, 4, 21107.3, 3998
1000501, EMIL, DICKSON, 2, 28845.4, 4007
1000503, LON, MERRILL, 6, 5581.7, 4014
1000506, SHERWOOD, BATTLE, 6, 15381.8, 3993
1000508, KENNY, POWELL, 2, 28547.5, 4015
1000511, KENDALL, MEYERS, 5, 8451.9, 3999
1000513, DALLAS, BIRD, 4, 19637.9, 4013
1000514, RAYMUNDO, MONROE, 6, 19128.4, 4001
1000517, BRANT, MYERS, 0, 13562, 3997
1000521, MARTIN, REYNOLDS, 1, 14922.5, 4002
1000524, LUKE, BRANCH, 2, 6291, 3993
1000525, FLETCHER, BUTLER, 7, 19299.3, 4009
1000529, IVAN, MOLINA, 6, 4556.7, 3998
1000533, OLLIE, FITZPATRICK, 2, 15559, 4005
1000535, EVERETT, PATE, 7, 12181.4, 4012
1000536, EMIL, CLEVELAND, 3, 22507, 3995
1000538, BARRETT, HICKMAN, 6, 10776.3, 3995
1000540, RAFAEL, CHASE, 0, 12249.1, 3994
1000545, RUEBEN, BAILEY, 0, 4765.8, 4016
1000547, RANDY, COX, 7, 18400.8, 4016
1000552, PERRY, CARROLL, 5, 15979.1, 4009
1000553, CALVIN, CHAMBERS, 3, 25904.7, 3995
1000558, ALFONZO, WARNER, 1, 26112.4, 4018
1000560, EDGARDO, CRAFT, 1, 10451, 4013
1000563, JOSEF, JENSEN, 0, 10879, 4001
1000565, DARREN, DAVENPORT, 7, 6324.2, 4002
1000568, EDMUNDO, CRUZ, 3, 25225.5, 4009
1000573, MIKE, PENA, 1, 22818, 4015
1000576, BRAIN, FITZGERALD, 2, 23103.7, 4019
1000578, TYLER, CHANEY, 0, 6435.9, 4013
1000579, MARIA, BAUER, 5, 8018.4, 4009
1000584, WILBERT, GOODMAN, 7, 28145.1, 4014
1000587, CHET, SANTIAGO, 3, 26152.9, 4004
1000588, FOREST, SHAFFER, 4, 4205.1, 3991
1000590, NORMAN, WRIGHT, 6, 24294.2, 3998
1000591, MOSHE, COLLINS, 1, 10714.6, 3993
1000593, ALPHONSE, BANKS, 0, 19909, 3992
1000596, THAD, DORSEY, 6, 7979.6, 3991
1000601, JIMMIE, CASTANEDA, 7, 9923.4, 3990
1000604, COLTON, DAVIS, 5, 13509.6, 4001
1000607, ISRAEL, REYNOLDS, 1, 22296.3, 3991
1000612, GRADY, HOWE, 0, 26667.5, 4012
1000617, WALTER, BLEVINS, 4, 23093.6, 4015
1000618, DAMION, ZIMMERMAN, 2, 10129.6, 4008
1000621, ERNIE, JAMES, 5, 5242.4, 4012
1000624, CLAUD, GRIMES, 7, 9327.5, 4017
1000627, FREDERICK, BUCHANAN, 2, 7904.5, 4015
1000629, SHON, HENSLEY, 1, 12969.2, 3990
1000633, ADALBERTO, LOGAN, 6, 28289.5, 4006
1000637, ANTONIA, RIDDLE, 2, 20162.4, 4002
1000642, RORY, HARPER, 1, 10310.4, 3999
1000643, KURTIS, MCCOY, 0, 12701.9, 4006
1000644, DAMON, OLSON, 2, 16543.3, 3994
1000646, ALDO, WADE, 1, 23725.8, 3999
1000649, GERARD, HARDIN, 2, 20971.3, 4019
1000654, SHAD, EWING, 4, 28980.4, 4019
1000657, ED, MCCOY, 6, 22045.5, 4015
1000658, BOBBIE, BULLOCK, 1, 18577.6, 4018
1000662, MATTHEW, POPE, 0, 19954.1, 3999
1000663, OWEN, GOLDEN, 5, 23164.9, 3996
1000668, CHRISTOPER, GIBSON, 4, 15498.9, 4005
1000673, LEONEL, BLANKENSHIP, 5, 10254.2, 3996
1000678, TRINIDAD, FITZGERALD, 2, 17661.7, 3990
1000682, EDGARDO, BARRON, 5, 10998.2, 4012
1000683, LEON, ELLIOTT, 4, 27832.2, 3994
1000684, ANTONIA, TYLER, 5, 24010.4, 4019
1000685, DARREL, BOND, 6, 8263.5, 4001
1000686, DEON, BARTLETT, 0, 23199.2, 4019
1000687, DAVIS, LEONARD, 5, 24315.1, 3999
1000689, JERAMY, HOUSTON, 1, 22469.3, 4011
1000694, KIRBY, CAREY, 6, 11529.3, 4009
1000698, RONNIE, VEGA, 4, 26512.7, 4008
1000701, FREDERIC, ARNOLD, 4, 26561.2, 4004
1000705, HERIBERTO, UNDERWOOD, 5, 14012.5, 4014
1000706, TYRON, PETERSON, 5, 27752.2, 4006
1000710, RUSSEL, BARNETT, 0, 12997.2, 4019
1000714, WENDELL, JEFFERSON, 2, 11455.1, 4017
1000716, STACY, LANCASTER, 5, 8871.6, 4003
1000717, TRUMAN, HATFIELD, 1, 8321.5, 3992
1000720, FELTON, HOLMAN, 7, 16004.4, 3998
1000725, REID, HOLLOWAY, 1, 5460.5, 4003
1000726, ROGER, LOPEZ, 1, 10047.7, 4008
1000729, AHMED, HOOPER, 2, 21090.8, 3994
1000731, EMMANUEL, NEWTON, 5, 24663.6, 4006
1000736, COY, RUSSELL, 6, 20969.6, 4006
1000740, LUCIO, LAMB, 1, 9835.2, 4000
1000744, REGGIE, ANTHONY, 0, 12219.3, 3991
1000747, REX, LANG, 7, 12726.8, 4011
1000751, ERNESTO, WISE, 7, 10964.8, 3999
1000752, MILES, SHEPARD, 0, 15912.6, 4017
1000754, ANDREW, CUMMINGS, 7, 11213.8, 4008
1000756, CARMEN, MCMILLAN, 6, 13445.3, 3992
1000758, JOSHUA, BURGESS, 4, 23830.6, 3996
1000762, MYLES, WALKER, 4, 25497.7, 3996
1000764, ERIN, MORTON, 4, 8024.4, 4012
1000769, CHASE, LAWSON, 3, 27075.5, 4015
1000773, DARNELL, COOLEY, 0, 23510.1, 4015
1000774, ELMO, MCDANIEL, 3, 24760.5, 4001
1000778, REFUGIO, FARRELL, 7, 17705.5, 4009
1000781, LYNN, VAZQUEZ, 2, 8651.6, 4001
1000786, JACINTO, WADE, 0, 17279.2, 4013
1000791, NEAL, STEELE, 5, 11039.3, 4008
1000795, SAM, BURTON, 2, 17201, 4017
1000798, MOSES, NICHOLS, 2, 20259.1, 4016
1000803, BENNY, JUAREZ, 2, 25895.8, 3991
1000805, BARRETT, ALLISON, 7, 5931.9, 4013
1000806, OLEN, MORTON, 0, 27834.6, 4008
1000811, TYRON, OLSEN, 2, 24063.9, 3992
1000813, HUGH, HERRERA, 6, 28996.3, 3993
1000814, RUDY, REYES, 5, 13223.2, 4017
1000817, LOUIE, TRAN, 6, 20946, 3992
1000818, HILARIO, LINDSEY, 4, 15049.4, 3996
1000821, BYRON, FOSTER, 7, 24908.5, 4015
1000825, WILEY, BAXTER, 6, 11237.8, 4009
1000830, VALENTIN, VEGA, 3, 17135.9, 4008
1000835, ARTURO, SHAW, 5, 25700.3, 4008
1000839, ANTWAN, WYNN, 0, 13898, 3991
1000842, HORACIO, DOTSON, 2, 15724.3, 3993
1000846, PETER, HUMPHREY, 2, 10459.6, 4011
1000847, RICO, MCMAHON, 1, 18671, 4010
1000851, SILAS, SLOAN, 2, 4755.4, 4015
1000854, ERICH, BAILEY, 6, 14351.6, 3992
1000855, JAMISON, BYERS, 5, 21617.4, 3991
1000857, TORY, SYKES, 2, 7553.5, 3996
1000859, MARCEL, GUTHRIE, 3, 24548.5, 4019
1000861, SAMUAL, ARMSTRONG, 5, 27558.3, 4002
1000864, ARCHIE, GRIFFIN, 3, 8407.5, 4014
1000866, EMORY, MAYO, 0, 11804.2, 4008
1000867, DUANE, DELGADO, 7, 8104.9, 4005
1000869, ELIAS, RICH, 6, 6949.8, 4001
1000872, RUDOLPH, QUINN, 1, 17593, 3995
1000875, BUCK, DELGADO, 0, 23983.8, 4015
1000877, ERNEST, MORAN, 2, 6198.3, 3994
1000881, ANDY, BRADFORD, 3, 14971.4, 4000
1000884, BENNETT, ONEIL, 3, 12753.1, 4015
1000889, TOBY, RUSSO, 0, 12755.4, 4012
1000894, GABRIEL, REID, 2, 18028.1, 4019
1000898, ALPHONSO, BURCH, 7, 26358.5, 4018
1000902, LEONEL, GALLAGHER, 3, 5024.2, 4019
1000903, DAVE, CASEY, 0, 28569.6, 3995
1000906, VIRGIL, RYAN, 0, 25586, 4010
1000909, DUNCAN, STANTON, 6, 6539.3, 4008
1000913, OSWALDO, LAMB, 7, 5661.3, 4007
1000915, LEIF, SANTOS, 1, 16678.7, 4001
1000920, JACK, POPE, 7, 19690.9, 4011
1000923, ALLEN, HINES, 0, 23974.4, 4007
1000924, WINFRED, GARRISON, 5, 8201, 3998
1000926, JONATHON, GALLAGHER, 0, 14007.3, 4000
1000928, DIRK, SPENCER, 2, 19448.5, 4002
1000929, MALCOM, GALLEGOS, 5, 18221.8, 4001
1000934, SID, PRESTON, 1, 16860.2, 4003
1000938, LEWIS, ALFORD, 3, 4532.9, 4009
1000939, GARLAND, FOX, 0, 18486.2, 4006
1000942, BRODERICK, ATKINSON, 0, 18493, 4019
1000946, BRUCE, TATE, 5, 25745.8, 3996
1000948, LEOPOLDO, CANTRELL, 1, 21668.7, 4009
1000949, BOYD, BURT, 1, 9142, 4015
1000952, EDWARD, MCINTOSH, 7, 6737, 4001
1000955, MILES, WIGGINS, 6, 17684.5, 4002
1000956, EUGENE, HERRING, 5, 7760.4, 4004
1000959, BILLIE, LANE, 1, 27448.5, 4015
1000962, HERSHEL, REESE, 7, 12491.9, 4015
1000965, DAVE, SHAFFER, 4, 18644.4, 4019
1000966, WILLIE, STEPHENSON, 2, 5251.9, 3997
1000969, KIP, RAYMOND, 3, 16501, 3993
1000971, KRAIG, MAYNARD, 3, 7467.1, 4016
1000973, IRVIN, RICHARD, 0, 16380.7, 3992
1000978, MAXIMO, DURHAM, 6, 20915.1, 3998
1000983, MITCH, BAUER, 5, 16177.3, 3991
1000985, WESTON, HANEY, 5, 21650.8, 3996
1000988, ERNESTO, PHILLIPS, 6, 13509.7, 3990
1000991, ADAN, SAWYER, 1, 24018.3, 4012
1000996, JOHN, SAUNDERS, 1, 21142.6, 4013
1000998, VAL, RIVERA, 2, 12807, 3993
1000999, MASON, LEON, 4, 25176, 3997
1001003, FOREST, SUAREZ, 6, 25210.5, 3992
1001004, RUDY, HENDRIX, 1, 5020.6, 4004
1001005, JULIUS, MCCLAIN, 0, 20282.9, 4001
1001008, ELDRIDGE, REID, 0, 19937.1, 4002
1001012, MILLARD, ROACH, 0, 24235.6, 3998
1001017, SHAWN, WINTERS, 1, 26009.9, 4008
1001019, MONTE, GRANT, 2, 6161.3, 4000
1001023, JEFFREY, OLSON, 5, 14659.6, 4004
1001025, COLUMBUS, FULTON, 5, 26786.3, 4001
1001028, ALFONSO, RICE, 0, 26307.5, 4019
1001031, FRED, DYER, 1, 15888.9, 4014
1001034, DONOVAN, SIMS, 5, 21989.2, 4005
1001035, DONN, FOSTER, 4, 4067.7, 4005
1001040, ELLIOTT, MEADOWS, 6, 17966.5, 4007
1001043, ELI, MERRILL, 3, 9953.8, 4011
1001047, RENATO, HUNT, 5, 21668.2, 3995
1001050, MAURICIO, DAY, 1, 9455.9, 4011
1001055, MARCELINO, LANCASTER, 5, 10089.9, 4002
1001056, ROBBIE, BRAY, 6, 7222.1, 3991
1001058, ARIEL, GUZMAN, 7, 25026.1, 4010
1001062, SANDY, NEWMAN, 7, 22511.7, 4013
1001065, BUSTER, GREGORY, 2, 13253.1, 4019
1001069, MITCHEL, MUELLER, 4, 25590.5, 3995
1001074, MATTHEW, HANCOCK, 2, 27264.5, 4001
1001078, ROMEO, MUNOZ, 3, 25483.8, 4018
1001080, JIMMY, BANKS, 3, 15365.8, 4015
1001084, SANDY, LAMB, 0, 6691.8, 4017
1001087, DONALD, CASH, 3, 22007.9, 4018
1001089, DELMER, MAY, 6, 28347.6, 3993
1001094, DUNCAN, HIGGINS, 1, 20531.7, 4002
1001095, MOSE, HERRING, 6, 22924, 3995
1001097, DONALD, FIGUEROA, 6, 14112.7, 4002
1001099, RAYFORD, CONTRERAS, 2, 14688.2, 3996
1001101, NORMAND, MCKAY, 7, 12262.5, 4019
1001103, EDWARD, SHANNON, 6, 5304.2, 3992
1001104, LORENZO, LITTLE, 4, 11774.8, 4017
1001108, SHELTON, JEFFERSON, 3, 14447.8, 4006
1001112, RON, WISE, 0, 28025.5, 4007
1001113, MATTHEW, GLOVER, 0, 5869.3, 3995
1001116, WILFREDO, HAYDEN, 5, 22763.2, 3995
1001121, ERNIE, BUCHANAN, 6, 7776.8, 4010
1001125, CHRISTIAN, MCPHERSON, 3, 21308.8, 3992
1001128, ROGER, HINES, 7, 21595.1, 4005
1001131, TAD, HAWKINS, 5, 26763.8, 4007
1001133, SPENCER, HENDRICKS, 3, 18852.9, 4007
1001136, WALLACE, SANCHEZ, 1, 21442.6, 3992
1001139, ARMANDO, ROBERSON, 0, 9738.1, 4017
1001141, RENE, WARREN, 2, 19297.8, 4002
1001146, DOMINIC, ACEVEDO, 5, 28865.3, 3998
1001148, DUSTY, OSBORNE, 3, 18201.8, 4006
1001153, THOMAS, HAWKINS, 3, 7503.4, 4006
1001154, DARRYL, MCCARTHY, 3, 7699.7, 4011
1001157, ERICH, REED, 0, 13590.6, 4008
1001159, EARL, JOYCE, 7, 23406.5, 4003
1001161, KIETH, BRYANT, 7, 14301.4, 4005
1001166, KYLE, WILLIAM, 1, 15700.7, 4014
1001171, JAVIER, JONES, 0, 5068, 4006
1001174, RAMON, BLEVINS, 3, 19187.3, 3999
1001178, BYRON, CONNER, 1, 24715.3, 4006
1001179, RUFUS, DEJESUS, 0, 28160.4, 3992
1001183, LLOYD, DILLON, 7, 24026.3, 4014
1001188, ZACHARIAH, SALINAS, 0, 4663.7, 4010
1001192, DALLAS, COOK, 5, 15410.1, 3992
1001196, LYMAN, ALEXANDER, 5, 12293.7, 4004
1001199, DALLAS, SMITH, 6, 5938.9, 3999
1001200, DARRYL, JOYCE, 7, 28008.4, 4016
1001204, ROLANDO, SLOAN, 1, 7068.8, 4008
1001209, PORFIRIO, FOREMAN, 0, 20451.6, 4006
1001212, EMORY, PACE, 1, 20069.4, 4007
1001216, MONROE, NICHOLSON, 5, 21693.5, 4014
1001218, JERE, RODRIQUEZ, 7, 23649.6, 4009
1001221, MYRON, PAUL, 2, 27784, 3996
1001222, ROGELIO, BOWMAN, 7, 9553.8, 4019
1001224, MITCHEL, POLLARD, 1, 23914.3, 4014
1001227, TERRY, BRADFORD, 3, 23367, 4014
1001232, LAZARO, BERG, 6, 27075.8, 4007
1001237, RICK, CASEY, 6, 23312.3, 4002
1001242, MERVIN, BEASLEY, 2, 21524.1, 3995
1001245, EMILE, MCCORMICK, 7, 18486.8, 3998
1001247, DIRK, FIGUEROA, 3, 15823, 4004
1001248, ELISEO, HERRING, 1, 17665.3, 4002
1001253, DEWEY, ROSA, 5, 22025.9, 3993
1001254, GAYLORD, MARQUEZ, 5, 8641.6, 4004
1001257, NEAL, AVILA, 7, 18130.9, 4012
1001258, ELIAS, RIVERS, 4, 23408.5, 4015
1001261, ROD, COPELAND, 4, 19668.4, 4010
1001266, CALVIN, BRIGHT, 4, 14121.5, 4009
1001269, WELDON, BROCK, 4, 22522.8, 4003
1001271, CASEY, STEVENSON, 5, 5147.5, 3992
1001274, TOMMY, MENDOZA, 6, 13476.8, 4010
1001276, COLEMAN, KIDD, 7, 15951.5, 3994
1001281, REY, WAGNER, 5, 7914.4, 4009
1001285, DARYL, HAHN, 3, 8865.7, 4014
1001287, MERVIN, DILLARD, 5, 9154.6, 4000
1001288, AHMAD, CARSON, 5, 6035, 3993
1001289, ISAAC, HERRING, 0, 8011.7, 4013
1001290, DENNIS, LUCAS, 2, 16007.4, 4000
1001295, RUDY, WOODWARD, 1, 22351.3, 4005
1001300, ALVA, HOLDER, 2, 12010.2, 3994
1001305, EZRA, MCCOY, 4, 17266.7, 4018
1001306, EDUARDO, SLOAN, 4, 21567.6, 3993
1001310, GARLAND, ZAMORA, 0, 27476.5, 4004
1001314, GARY, GRIFFIN, 1, 22089.5, 4013
1001315, DENNY, HOUSE, 3, 27009.8, 4012
1001318, TRENTON, MORAN, 7, 25171.8, 4019
1001322, ALEXANDER, HARDING, 1, 11016.7, 4012
1001324, ELVIS, PRINCE, 4, 28662.1, 4017
1001326, SILAS, LEBLANC, 0, 7096.6, 3990
1001328, MAXIMO, AVILA, 4, 5735.6, 3993
1001332, LEO, WEISS, 3, 7079.7, 4008
1001334, NICKY, MORGAN, 0, 14812.8, 4014
1001335, DOMENIC, YATES, 1, 4714, 3996
1001338, ULYSSES, PRUITT, 4, 6943.9, 4015
1001339, EVERETT, DURAN, 0, 8138, 3996
1001342, GARTH, SAVAGE, 5, 17214.2, 4008
1001345, AURELIO, HORN, 4, 20629.9, 4018
1001346, LINWOOD, VALENTINE, 4, 23378.2, 4002
1001351, YOUNG, GUERRA, 7, 18568.4, 4010
1001356, CESAR, ALVARADO, 2, 7620.5, 4019
1001359, STEVIE, BRAY, 4, 20143.7, 4014
1001364, ARCHIE, ROSE, 1, 27828, 4019
1001366, DEMETRIUS, PATE, 4, 18896.9, 4012
1001371, DENVER, BATTLE, 4, 25000.6, 3996
1001376, RUDOLPH, JACOBSON, 3, 27466.8, 4017
1001378, DARELL, HARRELL, 3, 24110.4, 4003
1001383, ANTHONY, VELASQUEZ, 0, 14606.1, 3994
1001388, ENOCH, KNOX, 6, 24253.2, 4015
1001392, DESHAWN, BARTON, 0, 13486.1, 4007
1001394, HUGH, ROBERTSON, 5, 22951.3, 4008
1001398, HERSCHEL, MERRILL, 6, 8871.9, 3995
1001399, JAMES, MICHAEL, 1, 15840.3, 4006
1001403, BRYCE, TREVINO, 2, 27426.5, 4010
1001405, PRESTON, BARKER, 1, 25856, 4016
1001409, NORBERT, MCCARTHY, 3, 9984, 4006
1001412, WILL, OCHOA, 4, 8456.3, 3998
1001415, BRODERICK, BLAIR, 1, 6356, 3992
